consumer_id,visit_time,day_of_week,age_group,gender,loyalty_status,product_touch_count,time_spent_near_shelf,distance_to_shelf,gesture_type,path_pattern,time_in_zone,speed,direction_changes,attention_score,interest_level,purchase_likelihood
267,Afternoon,Sunday,Senior,Female,Occasional,7,55.21175648630935,0.8908782959827672,Pick,Path_B,132.02637795543868,0.7034949317783237,3,4.000556338272629,52.77553970159862,0
268,Afternoon,Tuesday,Senior,Female,Occasional,3,49.06659515020118,0.7585642808816424,Pick,Path_A,192.25428637490228,1.1739766658264004,5,2.0089889440593867,53.2962553117474,0
269,Afternoon,Friday,Adult,Female,First-time,4,44.57649415099695,0.36921526189475395,Pick,Path_A,114.8949528539806,1.3576637040570254,3,2.7645718878544616,40.899735534561344,1
270,Morning,Tuesday,Young Adult,Female,Regular,1,86.05566553642088,0.45848888216816086,Pick,Path_A,112.6301608458381,0.9766886520586254,5,1.3664939215133318,53.94971281690466,1
271,Evening,Monday,Senior,Male,Occasional,0,42.40407309259162,0.4679161779967288,Inspect,Path_D,168.2434354959903,0.7560433970942328,4,0.6394473479115073,47.327879763053545,0
272,Evening,Friday,Adult,Female,Occasional,3,63.59366985154528,0.930791313208222,Pick,Path_C,120.49398759942866,1.2595930654162204,7,2.0328392845167227,43.000190997966286,1
273,Evening,Tuesday,Young Adult,Female,Occasional,4,60.174086593024654,0.5792796603713075,Scan,Path_A,132.80028107711897,1.8624751286990522,2,2.6461268154726736,57.87375138223993,1
274,Evening,Wednesday,Young Adult,Female,Occasional,2,21.03652442285415,0.4144264798760361,Inspect,Path_A,159.87265158155282,0.9860303968126336,4,1.5877772672726214,42.230087883064556,1
275,Afternoon,Monday,Adult,Male,Occasional,3,64.81893763998636,0.5293370353097893,Scan,Path_B,120.00458575081439,0.9938864802134074,2,2.201925798926866,45.43332410095274,0
276,Afternoon,Monday,Senior,Female,Occasional,6,29.12062203049533,0.19260181254109437,Pick,Path_C,151.50353893444472,1.139851870393057,3,4.18401493692242,50.72050850186656,1
277,Afternoon,Monday,Adult,Male,Regular,3,72.70920217659824,0.4852653380106701,Scan,Path_B,115.36614910606987,1.6709182617723228,2,2.2756916646811662,63.74311620654239,1
278,Afternoon,Wednesday,Adult,Female,Regular,2,36.27166940565979,0.28382118313491883,Pick,Path_C,159.24556614286737,0.704278624382169,1,1.886027384733377,51.92784077724298,1
279,Afternoon,Wednesday,Young Adult,Male,Regular,1,70.44037221198299,0.13046679519395332,Scan,Path_A,136.85308278062405,1.430947239381182,8,2.385158961007667,55.28288332474668,0
280,Afternoon,Thursday,Young Adult,Male,First-time,3,51.40988310526443,0.8973148250143061,Scan,Path_D,110.98384025044474,1.058720040652098,2,1.9799366279345327,47.02357464003504,0
281,Evening,Saturday,Adult,Male,Occasional,4,46.51350505595232,0.4946014002123675,Pick,Path_B,122.9699832900346,1.084589997342735,1,2.6369335459059178,49.215103756236594,1
282,Afternoon,Sunday,Young Adult,Male,Regular,3,64.21132914623118,0.34568268667995516,Scan,Path_D,22.22670077830948,0.8969499841151274,5,2.3996219245446904,49.51122766480406,1
283,Afternoon,Tuesday,Young Adult,Female,Occasional,2,30.562818645647567,0.16056414599707286,Inspect,Path_D,167.75094633054334,1.1253086524646516,3,2.398422188099219,52.93306236017025,0
284,Morning,Thursday,Young Adult,Female,First-time,3,58.61558682073476,0.4557768071052595,Scan,Path_D,69.81462060064517,0.9056103710234249,1,2.2318892050637844,47.0403242695174,0
285,Afternoon,Tuesday,Adult,Female,Occasional,0,75.64500079880492,0.4701646696102804,Inspect,Path_C,77.23529357204714,1.0373042742945398,1,0.8036078813713912,63.399998854762096,0
286,Morning,Sunday,Senior,Male,First-time,2,80.85208863248916,0.6530103387126164,Inspect,Path_C,102.47925752827649,0.46035180200609593,3,1.7105343076686217,46.26833761497858,0
287,Afternoon,Saturday,Young Adult,Male,Occasional,6,50.74738172552422,0.3092331585578524,Scan,Path_D,48.28197690863226,0.6798262809069077,5,3.900498080465483,32.92758864794632,0
288,Afternoon,Wednesday,Adult,Female,Regular,2,53.66695398985211,0.39324837165465115,Inspect,Path_A,138.70465119776983,1.30101689447895,1,1.7769192026284608,77.4279660437002,1
289,Morning,Saturday,Adult,Female,Occasional,3,30.161950746137496,0.3150816932110482,Inspect,Path_A,134.4405601872503,1.5786680261776027,1,2.285565768787506,46.72631309056248,1
290,Afternoon,Wednesday,Senior,Male,Occasional,5,44.98573676238737,0.4563900052559847,Scan,Path_D,100.53843861774743,2.1689487380428583,4,3.1631503751213725,63.13169787091347,0
291,Morning,Sunday,Young Adult,Male,Regular,3,28.797789861809612,0.10140120756843513,Pick,Path_B,92.87840547397704,1.4773660972719906,5,3.6163520482891176,64.04790841959759,0
292,Morning,Saturday,Adult,Male,Regular,3,68.8014719047036,0.3391598250751193,Pick,Path_B,92.26413852262634,1.0455907766051287,5,2.4336998443445097,59.45214312250382,0
293,Evening,Thursday,Young Adult,Female,Occasional,2,76.84333439458807,0.625943242592274,Inspect,Path_C,144.59193641440206,0.6049105581310853,6,1.7037344595150221,48.019727804025976,0
294,Afternoon,Friday,Adult,Female,Occasional,3,50.915516563674615,0.254911068734909,Inspect,Path_B,56.25096576179586,1.3619299290972462,4,2.5391649331934447,52.866848198743426,0
295,Morning,Thursday,Adult,Male,Regular,0,38.83535702610837,0.6999011791599369,Pick,Path_A,103.6400328309361,0.7642423661063158,0,0.47993141157659513,37.25489790695073,1
296,Afternoon,Tuesday,Young Adult,Male,Regular,2,66.16383547159347,0.6746723463256533,Inspect,Path_D,58.82289119869242,0.957846764636249,2,1.627259369533064,69.90147773818276,1
297,Afternoon,Thursday,Adult,Female,Occasional,1,42.640685870301546,0.6914046847677717,Pick,Path_B,150.7497781844649,1.4658082161034156,3,1.0024696209266715,41.481940018173304,1
298,Morning,Sunday,Adult,Male,Regular,1,73.43877737693191,0.4990953718983129,Scan,Path_D,106.55110343161876,1.2882615059788824,5,1.2679189011024805,47.46099037259125,0
299,Afternoon,Monday,Young Adult,Male,Occasional,3,98.70860565407112,0.4811199604911597,Inspect,Path_B,141.86997415856493,0.9212805177319121,1,2.409239770088813,50.989864870402506,1
300,Morning,Tuesday,Adult,Female,Occasional,7,42.31133880597157,0.5639218590382657,Scan,Path_C,169.98150557410742,0.6880801768585654,4,4.066215760342853,48.9256024516304,1
301,Morning,Saturday,Young Adult,Male,Occasional,3,45.16648794219305,0.7640533720065847,Pick,Path_A,170.65708150507572,1.2636730463838437,3,1.9875942580964436,43.43126717706606,0
302,Afternoon,Tuesday,Adult,Male,Occasional,2,30.808585969141436,0.7458554219720133,Pick,Path_C,79.1159482414345,1.3007089746464224,3,1.4221914129273312,63.943390520546885,0
303,Afternoon,Friday,Adult,Female,Regular,2,62.92218186655754,0.16755294560378142,Scan,Path_D,132.3783998401382,1.651158505832251,7,2.508263454677752,59.5027928348828,1
304,Afternoon,Wednesday,Adult,Female,Occasional,3,61.56248137196265,0.32513905718608216,Inspect,Path_A,164.85576079881213,0.45236378957975043,5,2.4229338313078665,53.22047204325693,0
305,Afternoon,Saturday,Young Adult,Female,First-time,6,54.588814078745955,0.2892120753621339,Scan,Path_A,147.85905856671926,1.2354653613896271,1,3.964478128055645,46.0044694400325,1
306,Evening,Tuesday,Adult,Female,Occasional,3,60.32294095104543,0.6453545956572373,Scan,Path_C,151.81321087154205,1.4750304812173118,3,2.1115218493635606,60.64275871844471,1
307,Afternoon,Saturday,Adult,Female,Occasional,2,39.126500358896756,0.3641429506071028,Inspect,Path_B,48.66706059245695,1.073926222238629,5,1.7448673549381681,45.35531367222435,0
308,Afternoon,Saturday,Adult,Female,Occasional,3,26.736006463917782,0.459321865426654,Pick,Path_C,147.24587858261972,0.7210020595428566,5,2.069104546269571,65.70391840337815,0
309,Afternoon,Saturday,Adult,Male,Occasional,6,44.81860447818912,0.8415897099112212,Scan,Path_D,88.2827481452466,0.9225631948183597,6,3.4617385135900927,51.112209154834275,1
310,Morning,Wednesday,Adult,Female,Occasional,1,21.689545678537968,0.7241761964593547,Scan,Path_B,146.5874420104867,1.211224593214039,2,0.8846236106956995,62.29781526972715,1
311,Afternoon,Sunday,Young Adult,Female,Regular,2,42.30943540142611,0.7752397884909892,Pick,Path_C,145.7123195537189,1.0538998332327685,4,1.4695318715095913,48.861796738164166,1
312,Morning,Thursday,Young Adult,Male,First-time,5,66.19454881982332,0.3566091921560086,Scan,Path_C,143.5966893137466,1.2911663277857477,6,3.3918107830482205,50.715331820409446,0
313,Morning,Saturday,Senior,Male,Occasional,4,61.193303712930955,0.1,Pick,Path_B,115.57403406276661,1.5838058029098268,1,4.305966518564655,62.25421061458667,0
314,Evening,Monday,Young Adult,Male,Regular,2,24.524345391724893,0.42089505967719143,Inspect,Path_B,172.64365440970965,1.0802020849860878,1,1.5977995543092032,71.93925151804444,1
315,Evening,Sunday,Adult,Male,Occasional,2,80.98693091194065,0.2120102312942389,Pick,Path_B,140.41232025053736,1.565917761876279,1,2.3482853540947155,65.60366817504881,1
316,Afternoon,Friday,Senior,Male,Occasional,3,56.10858205044943,0.11119011407415069,Pick,Path_C,132.86063784910223,1.1653039701043797,3,3.5792639716104864,58.7713461937785,0
317,Afternoon,Wednesday,Young Adult,Female,Regular,3,34.013527964344206,0.7257345653946538,Scan,Path_B,82.62356595846884,1.3016788154399033,4,1.9456504899940017,55.89283432957596,0
318,Morning,Tuesday,Adult,Female,Occasional,3,52.712901802269414,0.3216302574544573,Pick,Path_B,135.84364019439087,1.1648687831732314,2,2.3853965517516666,44.93051309740374,0
319,Morning,Wednesday,Adult,Male,First-time,6,48.33976502381944,0.3386875200429409,Pick,Path_B,199.1484273695208,1.3094486366826494,2,3.832213645312775,52.952297411054325,1
320,Morning,Tuesday,Adult,Male,Occasional,0,42.64522593717419,0.42684723733675356,Scan,Path_A,64.39270058434869,1.3616222777027847,3,0.6817778327444843,40.86950816003268,1
321,Afternoon,Wednesday,Young Adult,Male,First-time,4,76.25185407715196,0.8292988958077683,Pick,Path_D,149.20424391997997,1.3925432268000693,5,2.6224268409818747,53.75782133684774,1
322,Afternoon,Tuesday,Young Adult,Female,Regular,1,37.873500408656724,0.46767714785836784,Scan,Path_B,154.2495727839576,1.2009733032234597,5,1.1170129427406947,54.400506606935735,1
323,Afternoon,Saturday,Adult,Male,Occasional,4,63.69292317006404,0.6903179172459181,Inspect,Path_D,189.02077618257994,0.20076419568160997,2,2.6081861992012447,30.391548585318084,1
324,Morning,Thursday,Adult,Male,Regular,1,33.17363619878399,0.43693081853869614,Pick,Path_B,149.02960301081148,1.3786614966599804,5,1.1236065494360794,50.38738609191707,0
325,Evening,Tuesday,Adult,Male,Regular,1,59.262078138145725,0.18390762372729408,Inspect,Path_B,120.42715452940045,0.6089134151843508,1,1.8838128875777982,54.14874899089105,0
326,Afternoon,Tuesday,Adult,Male,Occasional,3,65.30845362495955,0.26203278836802113,Pick,Path_A,136.90446293256505,1.017934421484866,1,2.589805527068953,49.16290142860978,0
327,Afternoon,Monday,Young Adult,Male,Occasional,2,65.346765601729,0.4992426867263273,Pick,Path_A,109.2777692629179,0.48262743962359833,4,1.7273405976570007,53.580488388565705,0
328,Afternoon,Tuesday,Adult,Female,First-time,0,61.616122774144785,0.5215271123006049,Inspect,Path_B,168.77031956386588,1.7095659618201662,3,0.6915697849662455,36.58277756643686,0
329,Afternoon,Monday,Young Adult,Female,Occasional,2,55.21969500524159,0.6085419862490752,Inspect,Path_B,58.04081353323164,1.3251910384510852,4,1.6047528727823233,42.24135694439741,1
330,Morning,Friday,Senior,Female,First-time,3,38.718116971457995,0.6086249631400005,Scan,Path_B,100.4851530073532,1.1022564652530797,4,2.0222001755125363,60.349381631639325,1
331,Afternoon,Saturday,Adult,Male,Regular,3,38.94896421306253,0.6800325466888961,Scan,Path_D,137.84622951849067,1.625671220842555,5,1.9888483915102972,50.00571665645777,0
332,Afternoon,Monday,Adult,Female,Regular,2,65.97657602823726,0.34616959908932043,Inspect,Path_B,166.83723114381658,1.3596086508352063,0,1.907634365326906,53.39878981314909,0
333,Morning,Thursday,Senior,Female,Occasional,10,34.771823259928425,0.8654437451440634,Pick,Path_D,119.44866352053079,1.23737722738262,6,5.404954437193905,44.53478839291421,1
334,Morning,Sunday,Young Adult,Male,Occasional,4,30.185851447019104,0.8837515047433288,Scan,Path_A,88.70650115734323,1.3185432999470719,3,2.377237217025316,50.194940232768566,1
335,Morning,Saturday,Adult,Female,Regular,2,88.59539631827036,0.3958928657032898,Pick,Path_D,111.56508987242276,1.0853815537935845,4,1.9481641605638926,26.979878198648013,1
336,Morning,Monday,Young Adult,Male,Occasional,2,54.805662059700985,0.341216143536599,Scan,Path_B,105.32153621887326,0.8280946692395963,1,1.86016704900841,58.460119384207665,0
337,Evening,Saturday,Senior,Female,Regular,3,72.70029372142693,0.14303806958866755,Scan,Path_A,107.16099322403235,1.4882675025046381,1,3.261730629383263,68.0793283895247,1
338,Afternoon,Saturday,Young Adult,Male,Occasional,3,77.46976425771346,0.5341778254313676,Scan,Path_C,102.59284909204868,1.178709159046186,3,2.261755976506014,39.34982450785359,1
339,Afternoon,Saturday,Adult,Female,Occasional,3,61.02253988262857,0.5904874077381886,Inspect,Path_A,102.610277472307,0.6722633414657939,6,2.1438159424951295,40.596678124904315,1
340,Morning,Friday,Adult,Male,Regular,0,52.46446574280716,0.3841346376225578,Pick,Path_C,51.362437097910686,1.3522130648290265,6,0.7829731120899301,54.408798982374826,1
341,Afternoon,Thursday,Young Adult,Female,Occasional,0,52.804295653912554,0.5565529133095165,Inspect,Path_D,132.00614966107904,1.2122570163941455,2,0.6233763486101187,64.73879290506746,1
342,Afternoon,Wednesday,Young Adult,Female,Regular,4,92.16061144537824,0.22243729784105948,Scan,Path_A,146.98934221235098,1.709945891385709,7,3.359932843198793,49.97902682617055,0
343,Morning,Wednesday,Adult,Female,Regular,2,48.82384337744084,0.693534755041641,Inspect,Path_A,179.935798296754,1.2805596956786158,1,1.5324969781257043,37.70681979187496,0
344,Afternoon,Monday,Adult,Male,First-time,4,63.5286369153394,0.39380442719097064,Inspect,Path_A,154.41603827022215,0.8456831173110702,2,2.825509491277745,47.91382763362127,1
345,Afternoon,Saturday,Young Adult,Male,First-time,2,73.54638293198222,0.5577519307104137,Inspect,Path_D,152.37440288042006,0.6629542901409947,4,1.7263142681898362,39.70067919688208,1
346,Afternoon,Monday,Young Adult,Female,Regular,1,65.01419555714834,0.5420314094119908,Pick,Path_B,131.84048212552574,1.5792883761346028,3,1.1940532849493892,43.31153707131224,0
347,Afternoon,Friday,Young Adult,Male,Regular,2,81.68767262521612,0.10791163492633138,Inspect,Path_D,49.497912558334406,1.180912779944294,7,3.2618066318631365,46.959589008466835,0
348,Morning,Friday,Adult,Male,First-time,2,52.26767972674423,0.6668064932545537,Inspect,Path_A,131.20564486915538,0.9402587212224351,2,1.56127548986365,40.70675411758373,1
349,Afternoon,Tuesday,Adult,Female,Regular,4,73.46700378818142,0.34311133338687216,Inspect,Path_B,124.4950672651158,0.9841004492473281,1,2.950236195727428,42.22094275825435,0
350,Afternoon,Friday,Young Adult,Female,Occasional,2,24.107825163149137,0.5405009353204591,Inspect,Path_A,161.1949336205033,1.5895032288316064,1,1.490566237575361,50.745340002222434,0
351,Afternoon,Tuesday,Young Adult,Male,Occasional,3,86.93830927739991,0.21802392308333474,Inspect,Path_A,142.6991453654911,1.3415427297761202,6,2.852022072191521,52.1503581213723,1
352,Evening,Thursday,Young Adult,Male,Regular,0,82.46300200963398,0.4041245624517179,Inspect,Path_C,114.80509427530441,1.5291532651146886,1,0.9072119269459016,35.76019666179033,1
353,Afternoon,Monday,Young Adult,Male,First-time,2,53.91148042390313,0.5726497733861908,Inspect,Path_A,198.32608907650854,1.2735644114113118,1,1.6188110110354166,53.96381722509337,0
354,Morning,Sunday,Adult,Female,Regular,1,68.7767687351288,0.28413944253445167,Scan,Path_D,153.93825825880256,0.9490132951014361,1,1.5477635944629715,46.18066136868602,0
355,Morning,Thursday,Young Adult,Female,Occasional,5,77.8212993892494,0.2950947712849383,Inspect,Path_D,133.5945853313882,1.7359731371936205,3,3.566854866153655,57.20261523552609,1
356,Afternoon,Friday,Young Adult,Female,Occasional,4,39.24494144121658,0.5250136228520971,Inspect,Path_D,138.21255151321347,1.0826850822062724,4,2.5771672033522117,57.804975206878595,1
357,Morning,Thursday,Adult,Female,Occasional,6,57.10947808874625,0.46649710904251795,Pick,Path_B,122.44728828576984,1.441323291277073,2,3.7142745917987376,44.554588190449515,1
358,Afternoon,Thursday,Young Adult,Male,Occasional,3,33.88500045516896,0.5698609230065625,Scan,Path_C,120.66017821244515,1.5252645612424087,3,2.0203878283366463,56.14147694037733,0
359,Evening,Thursday,Adult,Male,Occasional,11,82.76832852720753,0.4264385356770813,Inspect,Path_C,33.191239987915765,1.201879871974522,4,6.382842408906957,41.6304396030117,1
360,Afternoon,Friday,Adult,Male,First-time,1,76.4552124165833,0.6282997157057723,Pick,Path_A,83.39664997556534,0.8660330830568818,3,1.2005954803486705,63.2376206283529,0
361,Afternoon,Sunday,Adult,Male,Occasional,1,54.38102167704311,0.3866089151424389,Inspect,Path_A,98.36291085620525,0.9965522870858939,3,1.2892237530582533,42.00863799143535,0
362,Afternoon,Saturday,Adult,Female,Occasional,2,52.061734016912226,0.6194129171508118,Inspect,Path_C,138.02537359707225,1.4031549429349277,2,1.583195058892796,53.527496086255134,1
363,Afternoon,Thursday,Adult,Female,First-time,4,57.02086878330106,0.318643643146055,Inspect,Path_B,53.932660460360154,1.3601460210755705,3,2.9127647548550257,48.1239085535572,0
364,Afternoon,Tuesday,Adult,Male,Regular,2,42.05485329848267,0.3778018089564611,Inspect,Path_D,99.15330531967408,1.590199010029681,4,1.7396523564291098,39.83105485762399,1
365,Evening,Friday,Adult,Male,Occasional,2,56.51924847277027,0.6461341812126451,Inspect,Path_A,94.02727979534335,1.5417882673420042,3,1.5921294721717003,59.00915761785309,1
366,Afternoon,Thursday,Adult,Female,Occasional,2,39.24538444031526,0.3971238797018246,Pick,Path_C,124.67019271353938,0.9141086925185378,3,1.6998481100036482,43.85868191133209,1
367,Evening,Sunday,Adult,Female,Occasional,3,77.96662232357681,0.2657539326056084,Inspect,Path_B,138.1249243484194,1.6330924425538778,2,2.6424089927688494,32.99927835021694,0
368,Evening,Saturday,Adult,Male,Occasional,1,82.7387141310919,0.846023174674237,Pick,Path_D,94.16750188967997,0.8921471076109615,4,1.1500937142768328,21.1798663683197,1
369,Morning,Friday,Young Adult,Female,First-time,0,78.90385976025597,0.492973333076368,Inspect,Path_A,97.04258349268869,1.378438411972982,4,0.8002207568333259,41.24955305572029,0
370,Morning,Wednesday,Young Adult,Female,Occasional,1,36.11600321027832,0.5942904154375961,Pick,Path_D,92.78816659762823,1.9264395398885426,2,1.0171158153924145,63.75908419298973,0
371,Morning,Saturday,Young Adult,Male,Occasional,3,55.83098443461394,0.1,Scan,Path_D,104.39487236106201,1.293745499459191,6,3.7791549221730696,62.5773846750366,0
372,Morning,Tuesday,Adult,Female,Regular,7,71.69458182285076,0.7663617159082479,Inspect,Path_C,117.95417472713463,0.666365481025445,1,4.119446279584583,42.81401597652468,1
373,Morning,Thursday,Adult,Male,Regular,4,75.37516074441825,1.0292461846529029,Scan,Path_C,172.60501340900396,1.1022307146342376,3,2.5711927737358753,46.25545085298621,1
374,Afternoon,Sunday,Senior,Female,Occasional,6,23.222703319044626,0.748436490738714,Scan,Path_D,79.50024119185545,1.852451312118954,3,3.3833372589899824,45.35086924443977,1
375,Morning,Wednesday,Adult,Female,First-time,5,74.80979200821065,0.7769405406005563,Scan,Path_D,190.03364286600112,1.137870956539009,4,3.1314689163293488,36.66567854550431,0
376,Afternoon,Sunday,Adult,Female,Occasional,2,35.13463582721422,0.4182460237788517,Inspect,Path_A,70.64728792903888,1.5980982100463728,4,1.6538606301320196,40.51168128376657,0
377,Evening,Wednesday,Young Adult,Female,First-time,3,56.92071238727101,0.550364602932407,Scan,Path_B,158.18568488425652,0.9130129103676912,6,2.147999025478844,59.81149519400785,1
378,Morning,Friday,Adult,Male,First-time,5,85.14975315178911,0.5976154305039793,Pick,Path_B,100.96816221165577,1.0932967958255864,1,3.2604121459051654,55.038878713794006,1
379,Evening,Wednesday,Adult,Female,Occasional,5,82.44140689793493,0.360477992169703,Inspect,Path_D,83.56167298226887,1.1352888066814169,4,3.4670259259182687,52.73088858529889,1
380,Morning,Tuesday,Senior,Female,Occasional,3,86.5226037949561,0.4751881143015433,Scan,Path_C,172.67519353873928,1.785274251382148,2,2.353498967046042,36.648533883391416,1
381,Morning,Tuesday,Young Adult,Female,Occasional,4,38.67459257225797,0.29980138291149155,Inspect,Path_B,123.27010985857956,1.108218043863345,4,2.86048129324229,51.007032140339774,1
382,Afternoon,Monday,Adult,Female,First-time,3,43.614194288471616,0.42089875397415794,Scan,Path_D,121.73947714415209,0.6343673481527844,5,2.1932446280796962,26.961550305119783,1
383,Afternoon,Tuesday,Adult,Female,First-time,0,48.743979149240005,0.6681783140774239,Pick,Path_C,108.91696447776195,1.9145947108225747,4,0.5430411933494403,58.42802691260533,0
384,Evening,Saturday,Adult,Female,First-time,7,57.07118842570615,0.14684750689637882,Inspect,Path_A,96.74149762958297,1.2682401803642094,2,5.147313010566387,52.58574900737142,0
385,Afternoon,Wednesday,Adult,Male,First-time,2,64.33402289613136,0.6906207215318304,Inspect,Path_B,112.9261654283327,1.3963991888194538,5,1.611264668719328,36.5476754790017,1
386,Evening,Tuesday,Adult,Female,Occasional,5,85.5450990194818,0.18452787856136743,Scan,Path_A,10.0,0.7179426160911473,2,4.011572562322469,66.16425557490041,1
387,Morning,Friday,Young Adult,Female,Occasional,1,41.42775733662012,0.5104912534406805,Pick,Path_C,45.85235072921277,1.2773293660225655,5,1.0989182709583198,32.03835340831419,0
388,Morning,Sunday,Adult,Female,First-time,1,47.42293626914432,0.5286870274010731,Inspect,Path_D,135.69272876018135,1.2057290136936274,1,1.1154103262817487,55.303061822496026,1
389,Afternoon,Sunday,Adult,Female,Occasional,1,88.47282140073457,0.6145632443817843,Scan,Path_A,167.31109481888333,0.9101224837019914,2,1.2677984733253824,55.55171768978662,0
390,Evening,Monday,Adult,Male,Occasional,3,36.819042471189384,0.46389195343720735,Pick,Path_D,174.54226177102916,1.4003868134763298,4,2.115230088738475,37.60329560647519,0
391,Evening,Sunday,Adult,Male,First-time,3,74.53704998141005,0.2910611037810823,Pick,Path_B,81.7200605863894,0.6880874501395445,2,2.559826188362459,49.621493091898834,1
392,Afternoon,Wednesday,Young Adult,Female,First-time,1,58.22704434404604,0.5369018892603725,Pick,Path_A,127.71286201447731,0.9080088324921668,3,1.163642758014276,33.63172157847137,0
393,Afternoon,Monday,Young Adult,Female,Occasional,3,67.76147467572851,0.9345011178349105,Pick,Path_B,32.260995784600226,1.563586215799445,1,2.052825308919873,21.536256836731866,1
394,Afternoon,Wednesday,Senior,Male,Occasional,3,43.7725779395441,0.4971181682664045,Inspect,Path_B,105.94442128340833,0.9822497087587625,4,2.121181720042341,39.321237730683414,1
395,Afternoon,Friday,Adult,Female,Occasional,7,74.14352574827727,0.323724687150413,Inspect,Path_B,152.94768955371072,1.051992609282446,1,4.488526550762442,43.83375057738003,0
396,Evening,Monday,Senior,Male,First-time,4,46.91583060934583,0.40657131114622747,Pick,Path_B,119.30010617379577,1.227000084893197,2,2.7264977772018604,56.44256180810792,1
397,Evening,Thursday,Young Adult,Female,Regular,3,31.608020730880455,0.5300475939594785,Scan,Path_B,106.73008831600247,1.0884158205916288,0,2.0353647104995938,50.6740808506082,0
398,Afternoon,Saturday,Adult,Male,Occasional,3,69.60078302420135,0.44627574306928663,Scan,Path_C,119.46844208509415,1.4072661386287153,1,2.2961573339568337,50.93545459386146,0
399,Afternoon,Saturday,Adult,Male,Occasional,1,9.938225530208058,0.4184837144805941,Pick,Path_A,171.31390212184084,1.2527934267016845,3,1.0276069773711,39.85578376716415,1
400,Afternoon,Wednesday,Senior,Male,Regular,5,48.63996359763439,0.7654864234661322,Pick,Path_D,110.21193373085708,0.7480067633238738,4,3.0044715974331915,44.69988695958614,1
401,Morning,Sunday,Young Adult,Male,Regular,2,65.82276196070542,0.6034563432976475,Scan,Path_D,122.90576852173223,0.9795377800078942,0,1.6605379504581435,40.70073390130839,0
402,Evening,Thursday,Adult,Male,Occasional,2,75.1556028874782,0.47629612723386566,Pick,Path_C,180.77578387765368,0.9470884420685777,8,1.7956848508870569,37.75025992970192,1
403,Afternoon,Monday,Adult,Male,Occasional,2,84.53038392503102,0.47782828427575236,Pick,Path_D,110.86712434582209,1.0609774996504484,3,1.841212324233981,44.06300573012743,1
404,Evening,Thursday,Young Adult,Male,Occasional,5,95.550897669553,0.534635766306903,Inspect,Path_D,54.539072944009376,1.233593029824225,3,3.3518409460898977,50.74512385096334,1
405,Afternoon,Thursday,Adult,Female,First-time,2,89.4349643943763,0.6120628690260959,Inspect,Path_D,174.736320742347,1.291886295193919,3,1.7739386400715427,44.273614805757965,0
406,Evening,Sunday,Adult,Female,Occasional,1,63.83095906997865,0.7564629912976988,Pick,Path_A,160.62379239004417,0.4896182203699123,1,1.0835431425668582,46.764973305750274,1
407,Afternoon,Monday,Senior,Male,First-time,7,82.51235554665772,0.41761754259314504,Pick,Path_D,31.333379359459613,1.5075178177875688,4,4.391468862809563,56.94914810911391,0
408,Morning,Friday,Adult,Female,Occasional,6,63.522262352190474,0.30111576683835195,Inspect,Path_A,114.79259246071322,1.17273969574278,3,3.9818076841394405,44.99245581309297,0
409,Evening,Sunday,Young Adult,Male,Regular,2,73.71811252924536,0.3887784624713729,Pick,Path_D,119.11349261476583,0.8638805664297577,3,1.8830223517135716,36.660333690121085,0
410,Morning,Thursday,Young Adult,Female,Regular,2,48.01307169621706,0.3248815578645825,Inspect,Path_D,174.74603147599655,1.4856961206992456,3,1.8556743247596952,55.634535216012395,1
411,Afternoon,Thursday,Adult,Female,Occasional,3,69.24151631996281,0.1947985091700251,Inspect,Path_A,119.42473273961582,0.5683257506385216,3,2.8729094842588068,52.65849648508284,0
412,Evening,Friday,Young Adult,Male,Occasional,4,50.535075554452106,0.7821198832019568,Scan,Path_C,126.63672684384166,0.7272827211005356,2,2.5083906514732828,53.28659498172314,1
413,Evening,Thursday,Adult,Male,Occasional,2,56.529118549565204,0.6709172250265121,Inspect,Path_D,127.87944199957647,1.8387467587229782,2,1.5807449596139795,56.25838657535709,1
414,Afternoon,Thursday,Young Adult,Male,Regular,2,69.30457792918926,0.1,Scan,Path_B,101.3563838305956,1.2438917923620636,3,3.3465228896459465,54.56641527307945,0
415,Afternoon,Thursday,Senior,Male,Occasional,2,101.82758154782333,0.5435893735920165,Scan,Path_B,171.88921414047152,0.9788259988871929,3,1.8770626864712838,50.287286924713044,1
416,Afternoon,Saturday,Senior,Female,First-time,4,67.89540800600393,0.4246530761168161,Inspect,Path_C,88.30928056145146,1.2325495017789287,5,2.810449726319905,73.91452662852093,0
417,Morning,Sunday,Adult,Male,First-time,5,59.76584132974996,0.4008183340591741,Pick,Path_B,100.58207464079295,1.1455291637420661,1,3.297808377522888,37.15031253698046,1
418,Afternoon,Tuesday,Senior,Male,Occasional,3,43.36447580608199,0.1,Inspect,Path_A,119.7625429412478,1.2107326455887355,1,3.7168223790304102,44.13582721511442,0
419,Afternoon,Sunday,Adult,Male,Occasional,3,77.92403169341272,0.49495131598640874,Scan,Path_D,66.47788397860326,1.346740346122361,3,2.293700304413159,59.67334364678167,1
420,Afternoon,Friday,Adult,Male,Regular,2,53.290800061809065,0.5153861182420856,Inspect,Path_D,190.61636853892722,1.1405925303123896,2,1.6545125702258558,51.425862920955744,0
